0.0000; -4.4409e-16
19.126; -4.4409e-16
27.034; -4.4409e-16
43.218; 0.33962
43.218; 0.35849
54.989; 0.34906
54.989; 0.31604
54.989; 0.26887
67.310; 0.16981
67.310; 0.15094
74.483; 0.13915
74.483; 0.11557
93.977; 0.068396
93.977; 0.037736
99.402; 0.051887
99.402; 0.030660
121.84; 0.014151
142.62; 0.0047170
